ID;sex;birthRegion;resRegion;eduRegion;eduSize
N03240;sex1;regX;regX;regX;sizeX
N03241;sex1;regX;regZ;regX;sizeX
N03242;sex1;regN4a;regN2c;regN4a;size5
N03243;sex1;regX;regX;regX;sizeX
N03244;sex1;regN1b;regX;regX;sizeX
N03245;sex1;regX;regX;regX;sizeX
N03246;sex1;regN1b;regN1b;regN1b;size2
N03247;sex1;regX;regN3e;regX;sizeX
N03248;sex1;regX;regX;regX;sizeX
N03249;sex1;regX;regX;regX;sizeX
N03250;sex2;regX;regX;regX;sizeX
N03251;sex1;regX;regX;regX;sizeX
N03252;sex1;regN4a;regN4a;regN4a;size6
N03253;sex1;regX;regX;regX;sizeX
N03254;sex1;regX;regX;regX;sizeX
N03255;sex1;regX;regX;regX;sizeX
N03256;sex1;regX;regX;regX;sizeX
N03257;sex1;regN3d;regN1b;regX;sizeX
N03258;sex1;regN3e;regX;regX;sizeX
N03259;sex1;regN1a;regN1b;regN1a;size1
N03260;sex1;regN1b;regN1a;regX;sizeX
N03261;sex1;regN3b;regN1a;regN4a;size4
N03262;sex1;regX;regX;regX;sizeX
N03263;sex2;regX;regX;regX;sizeX
N03264;sex1;regX;regX;regX;sizeX
N03265;sex1;regN1b;regN1b;regN1b;size1
N03266;sex1;regN1b;regN2b;regN1a;size4
N03267;sex1;regN1b;regN1b;regN1b;size2
N03268;sex1;regN1b;regN1b;regN1b;size2
N03269;sex1;regX;regX;regX;sizeX
N03270;sex2;regN1b;regX;regX;sizeX
N03271;sex2;regX;regX;regX;sizeX
N03272;sex1;regX;regX;regX;sizeX
N03273;sex1;regX;regX;regX;sizeX
N03274;sex2;regX;regX;regX;sizeX
N03275;sex2;regX;regN1a;regX;sizeX
N03276;sex1;regX;regX;regX;sizeX
N03277;sex1;regN2c;regN2b;regX;sizeX
N03278;sex2;regX;regX;regX;sizeX
N03279;sex1;regN1b;regN2c;regN1b;size1
N03280;sex1;regX;regX;regX;sizeX
N03281;sex1;regN4b;regN1b;regN1a;size1
N03282;sex1;regN4a;regN4a;regN4a;size1
N03283;sex1;regX;regX;regX;sizeX
N03284;sex1;regX;regX;regN2b;size2
N03285;sex2;regX;regN4a;regX;sizeX
N03286;sex1;regN2b;regN3d;regX;sizeX
N03287;sex1;regZ;regX;regN1b;size1
N03288;sex1;regX;regX;regX;sizeX
N03289;sex1;regN1a;regN1b;regX;sizeX
N03290;sex1;regN1c;regX;regN1c;size1
N03291;sex1;regN4a;regN4a;regN4a;size1
N03292;sex1;regX;regX;regX;sizeX
N03293;sex2;regX;regX;regX;sizeX
N03294;sex1;regX;regN1a;regX;sizeX
N03295;sex2;regN1a;regN1a;regN1a;size1
N03296;sex1;regX;regX;regX;sizeX
N03297;sex1;regN1b;regN1b;regN1b;size4
N03298;sex1;regX;regN1b;regX;sizeX
N03299;sex2;regN1a;regN1c;regN1a;size1
N03300;sex2;regN3b;regN3b;regN3b;size6
N03301;sex1;regX;regX;regX;sizeX
N03302;sex1;regN1a;regX;regX;sizeX
N03303;sex1;regN1b;regX;regX;sizeX
N03304;sex1;regX;regX;regX;sizeX
N03306;sex1;regX;regX;regX;sizeX
N03307;sex1;regX;regX;regX;sizeX
N03308;sex1;regX;regX;regX;sizeX
N03309;sex1;regN1a;regN1b;regN1a;size3
N03310;sex1;regN1a;regX;regX;sizeX
N03311;sex2;regN1a;regN1b;regN1a;size1
N03312;sex1;regX;regX;regX;sizeX
N03313;sex2;regN1c;regN1b;regN1c;size1
N03314;sex1;regN1a;regN1a;regN1a;size1
N03315;sex1;regX;regX;regX;sizeX
N03316;sex1;regX;regX;regX;sizeX
N03317;sex2;regX;regX;regX;sizeX
N03318;sex1;regX;regX;regX;sizeX
N03319;sex1;regX;regX;regX;sizeX
N03320;sex1;regX;regX;regX;sizeX
N03321;sex2;regN1a;regN1a;regX;sizeX
N03322;sex2;regX;regX;regX;sizeX
N03323;sex1;regX;regX;regX;sizeX
N03324;sex1;regN1b;regN1b;regN1b;size2
N03325;sex1;regX;regX;regX;sizeX
N03326;sex1;regX;regX;regX;sizeX
N03327;sex1;regN1b;regX;regN1b;size1
N03328;sex1;regN1a;regN1a;regN1a;size1
N03329;sex1;regN1a;regX;regX;sizeX
N03330;sex1;regN1b;regN1b;regN1a;size3
N03331;sex1;regN2c;regX;regN4a;size2
N03332;sex2;regX;regN1a;regX;sizeX
N03333;sex2;regN1a;regN1b;regN1a;size1
N03334;sex1;regN2c;regN3d;regN2c;size1
N03335;sex1;regN1a;regN2c;regN1a;size1
N03336;sex2;regN4a;regN1b;regN4a;size4
N03337;sex1;regN4a;regN2c;regN4a;size4
N03338;sex2;regN2c;regN1b;regN2b;size1
N03339;sex1;regZ;regN1b;regN1b;size1
N03340;sex2;regN2a;regN1b;regN2a;size3
N03341;sex2;regN1a;regN4a;regN1a;size1
N03342;sex2;regN4a;regZ;regX;sizeX
N03343;sex1;regN1b;regX;regX;sizeX
N03344;sex1;regX;regX;regX;sizeX
N03345;sex1;regN4a;regN1b;regN2c;size1
N03346;sex1;regX;regX;regX;sizeX
N03347;sex2;regN1b;regX;regX;sizeX
N03348;sex1;regX;regX;regX;sizeX
N03349;sex1;regX;regX;regX;sizeX
N03350;sex2;regN4a;regN4b;regN4a;size1
N03351;sex1;regX;regX;regX;sizeX
N03352;sex1;regN2c;regN1b;regN1b;size1
N03353;sex1;regX;regX;regX;sizeX
N03354;sex1;regX;regX;regX;sizeX
N03355;sex1;regX;regX;regX;sizeX
N03356;sex1;regX;regX;regX;sizeX
N03359;sex1;regX;regX;regX;sizeX
N03360;sex1;regX;regX;regX;sizeX
N03361;sex2;regX;regX;regX;sizeX
N03362;sex1;regN4a;regX;regN4a;size4
N03363;sex1;regN2e;regX;regN2e;size6
N03364;sex1;regX;regX;regX;sizeX
N03365;sex2;regX;regX;regX;sizeX
N03366;sex1;regN4a;regN2c;regN4a;size1
N03367;sex2;regN4b;regN1c;regN4b;size1
N03368;sex2;regN1b;regN1b;regN1b;size3
N03369;sex2;regN1a;regN1b;regN1b;size1
N03370;sex2;regX;regX;regX;sizeX
N03371;sex1;regX;regX;regX;sizeX
N03372;sex1;regN2d;regN2d;regN2d;size2
N03373;sex1;regX;regX;regX;sizeX
N03374;sex1;regX;regX;regX;sizeX
N03375;sex1;regX;regX;regX;sizeX
N03376;sex1;regX;regX;regX;sizeX
N03377;sex2;regN3a;regN2c;regN3a;size3
N03378;sex1;regN1a;regN1a;regN1a;size1
N03379;sex2;regX;regX;regX;sizeX
N03380;sex2;regX;regX;regX;sizeX
N03381;sex2;regN1b;regX;regX;sizeX
N03382;sex1;regN3e;regN1b;regN3e;size3
N03383;sex2;regN1a;regN1a;regN1a;size2
N03384;sex1;regX;regX;regX;sizeX
N03385;sex1;regN2e;regX;regN1b;size2
N03386;sex1;regX;regX;regX;sizeX
N03387;sex1;regX;regX;regX;sizeX
N03388;sex2;regN1a;regX;regN2d;size1
N03389;sex2;regX;regX;regX;sizeX
N03390;sex1;regX;regX;regX;sizeX
N03391;sex1;regX;regX;regX;sizeX
N03392;sex2;regX;regX;regX;sizeX
N03393;sex1;regX;regX;regX;sizeX
N03394;sex1;regX;regX;regX;sizeX
N03395;sex1;regN1b;regX;regN1b;size1
N03396;sex1;regX;regX;regX;sizeX
N03397;sex1;regN1b;regX;regX;sizeX
N03398;sex1;regN1b;regX;regN1b;size4
N03399;sex1;regN1b;regX;regX;sizeX
N03400;sex1;regN1a;regX;regN1a;size1
N03401;sex1;regX;regX;regN1a;size1
N03402;sex1;regX;regN2b;regX;sizeX
N03403;sex1;regX;regX;regX;sizeX
N03405;sex1;regX;regX;regX;sizeX
N03406;sex1;regX;regX;regX;sizeX
N03407;sex1;regX;regX;regX;sizeX
N03408;sex1;regN1a;regN1a;regX;sizeX
N03409;sex2;regX;regX;regX;sizeX
N03410;sex1;regX;regX;regX;sizeX
N03411;sex1;regX;regN1b;regX;sizeX
N03412;sex1;regX;regN3b;regX;sizeX
N03413;sex1;regN4a;regX;regN4a;size4
N03414;sex1;regX;regX;regX;sizeX
N03415;sex1;regN1c;regX;regX;sizeX
N03416;sex1;regN2b;regX;regX;sizeX
N03417;sex2;regN2d;regX;regN2d;size1
N03418;sex2;regN1b;regN1b;regX;sizeX
N03419;sex1;regX;regX;regX;sizeX
N03420;sex1;regX;regX;regX;sizeX
N03421;sex2;regX;regX;regX;sizeX
N03422;sex1;regX;regX;regX;sizeX
N03423;sex1;regN1b;regN1b;regN1b;size1
N03424;sex2;regX;regX;regX;sizeX
N03425;sex2;regX;regX;regX;sizeX
N03426;sex1;regN2f;regN1b;regN1b;size1
N03427;sex1;regX;regX;regX;sizeX
N03428;sex2;regX;regX;regX;sizeX
N03429;sex1;regN2d;regN2a;regX;sizeX
N03430;sex2;regX;regX;regZ;sizeX
N03431;sex1;regX;regX;regX;sizeX
N03432;sex1;regN1a;regX;regN1c;size1
N03433;sex1;regX;regX;regX;sizeX
N03434;sex2;regX;regX;regX;sizeX
N03435;sex1;regX;regX;regX;sizeX
N03436;sex1;regX;regX;regX;sizeX
N03437;sex2;regX;regX;regX;sizeX
N03438;sex1;regX;regX;regX;sizeX
N03439;sex1;regX;regX;regX;sizeX
N03440;sex1;regX;regX;regX;sizeX
N03442;sex2;regN3b;regNx;regNx;sizeX
N03443;sex1;regN1a;regN1a;regX;sizeX
N03444;sex1;regX;regX;regX;sizeX
N03445;sex1;regX;regX;regX;sizeX
N03446;sex1;regN1b;regX;regX;sizeX
N03447;sex2;regN1c;regX;regX;sizeX
N03448;sex1;regX;regX;regX;sizeX
N03449;sex1;regN3d;regN1a;regN3e;size2
N03450;sex2;regX;regX;regX;sizeX
N03451;sex2;regX;regX;regX;sizeX
N03452;sex1;regX;regX;regX;sizeX
N03453;sex2;regX;regN3d;regX;sizeX
N03454;sex2;regN1b;regN3c;regN2c;size1
N03455;sex1;regX;regX;regX;sizeX
N03456;sex1;regX;regX;regX;sizeX
N03457;sex2;regX;regX;regX;sizeX
N03458;sex1;regX;regX;regX;sizeX
N03459;sex1;regX;regX;regX;sizeX
N03460;sex1;regX;regX;regX;sizeX
N03461;sex1;regX;regN3b;regX;sizeX
N03462;sex1;regX;regX;regX;sizeX
N03463;sex1;regX;regX;regX;sizeX
N03464;sex1;regX;regX;regX;sizeX
N03465;sex2;regX;regX;regX;sizeX
N03466;sex1;regN1b;regN1a;regN1b;size3
N03467;sex1;regX;regX;regX;sizeX
N03469;sex1;regX;regX;regX;sizeX
N03470;sex1;regN1b;regN1b;regN1b;size1
N03471;sex1;regX;regX;regX;sizeX
N03472;sex1;regX;regX;regX;sizeX
N03473;sex1;regX;regX;regX;sizeX
N03474;sex1;regX;regN2d;regX;sizeX
N03475;sex1;regX;regX;regX;sizeX
N03476;sex1;regN1b;regN1b;regN1b;size1
N03477;sex1;regX;regX;regX;sizeX
N03478;sex1;regN2c;regX;regX;sizeX
N03479;sex1;regN1a;regN1b;regN1a;size3
N03480;sex1;regX;regX;regX;sizeX
N03481;sex1;regN1b;regN4a;regN1b;size3
N03482;sex2;regN1a;regN1b;regN1a;size3
N03483;sex1;regX;regX;regX;sizeX
N03484;sex1;regN1a;regX;regX;sizeX
N03485;sex1;regX;regX;regX;sizeX
N03486;sex1;regN1b;regN3e;regX;sizeX
N03487;sex1;regN1b;regN1b;regN1b;size2
N03488;sex1;regN1b;regN1b;regN1b;size1
N03489;sex1;regN3b;regX;regN3b;sizeX
N03490;sex2;regN4a;regN1b;regN4b;size3
N03491;sex1;regX;regX;regX;sizeX
N03492;sex1;regX;regX;regX;sizeX
N03493;sex1;regX;regX;regX;sizeX
N03494;sex1;regZ;regN1b;regN1c;size1
N03495;sex1;regX;regX;regX;sizeX
N03496;sex2;regX;regX;regX;sizeX
N03497;sex2;regZ;regN2b;regZ;sizeX
N03499;sex1;regX;regX;regX;sizeX
N03500;sex1;regX;regX;regX;sizeX
N03501;sex2;regX;regX;regX;sizeX
N03502;sex2;regX;regX;regX;sizeX
N03503;sex1;regX;regX;regX;sizeX
N03504;sex1;regX;regX;regX;sizeX
N03505;sex1;regX;regX;regX;sizeX
N03506;sex2;regX;regX;regX;sizeX
N03507;sex2;regX;regX;regX;sizeX
N03508;sex1;regX;regX;regX;sizeX
N03509;sex1;regX;regX;regX;sizeX
N03510;sex1;regN3b;regN1b;regX;sizeX
N03511;sex1;regX;regX;regX;sizeX
N03512;sex2;regX;regX;regX;sizeX
N03513;sex1;regX;regX;regX;sizeX
N03514;sex1;regX;regX;regX;sizeX
N03515;sex2;regX;regX;regX;sizeX
N03516;sex2;regN2d;regX;regN2d;size4
N03519;sex1;regX;regX;regX;sizeX
N03520;sex2;regX;regX;regX;sizeX
N03521;sex1;regX;regX;regX;sizeX
N03522;sex2;regX;regN3e;regX;sizeX
N03523;sex1;regX;regN1b;regX;sizeX
N03524;sex2;regN1b;regN1b;regN1b;sizeX
N03525;sex1;regX;regX;regX;sizeX
N03526;sex1;regN3e;regN3e;regN3e;size6
N03527;sex1;regX;regN3d;regX;sizeX
N03528;sex2;regX;regX;regX;sizeX
N03529;sex1;regX;regX;regX;sizeX
N03532;sex1;regN3e;regN3e;regN3e;sizeX
N03533;sex1;regX;regX;regX;sizeX
N03534;sex1;regX;regX;regX;sizeX
N03535;sex2;regZ;regN1b;regX;sizeX
N03536;sex1;regX;regX;regX;sizeX
N03537;sex2;regX;regX;regX;sizeX
N03538;sex2;regX;regN1a;regX;sizeX
N03539;sex1;regN1b;regN1b;regN1b;size4
N03540;sex1;regX;regN2f;regX;sizeX
N03541;sex1;regX;regX;regX;sizeX
N03542;sex1;regX;regX;regX;sizeX
N03543;sex1;regX;regX;regX;sizeX
N03544;sex2;regX;regX;regX;sizeX
N03545;sex2;regX;regX;regX;sizeX
N03546;sex1;regX;regX;regX;sizeX
N03547;sex1;regN3b;regX;regN3b;size2
N03548;sex1;regN1b;regX;regX;sizeX
N03549;sex1;regN2a;regX;regX;sizeX
N03550;sex2;regX;regX;regX;sizeX
N03551;sex1;regX;regX;regX;sizeX
N03552;sex1;regX;regX;regX;sizeX
N03553;sex1;regX;regX;regX;sizeX
N03554;sex1;regX;regX;regX;sizeX
N03555;sex1;regX;regX;regX;sizeX
N03557;sex1;regX;regX;regX;sizeX
N03558;sex1;regX;regX;regX;sizeX
N03559;sex1;regN4a;regN4a;regN4a;size1
N03560;sex1;regN1b;regN1b;regN1b;size1
N03561;sex2;regX;regX;regX;sizeX
N03562;sex1;regZ;regN1c;regZ;sizeX
N03563;sex1;regX;regX;regX;sizeX
N03564;sex1;regX;regX;regX;sizeX
N03565;sex1;regX;regX;regX;sizeX
N03566;sex1;regX;regX;regX;sizeX
N03567;sex2;regX;regX;regX;sizeX
N03568;sex2;regX;regX;regX;sizeX
N03569;sex1;regX;regX;regX;sizeX
N03570;sex2;regX;regX;regN3e;size2
N03571;sex1;regX;regN1b;regX;sizeX
N03572;sex1;regN1a;regX;regN1a;size2
N03573;sex2;regN1b;regN1b;regN3b;size2
N03574;sex1;regN1a;regX;regX;sizeX
N03575;sex1;regX;regX;regX;sizeX
N03576;sex1;regN2d;regN1b;regX;sizeX
N03577;sex2;regN1b;regX;regN1a;size1
N03578;sex1;regX;regX;regX;sizeX
N03579;sex1;regX;regN1b;regX;sizeX
N03580;sex1;regX;regX;regX;sizeX
N03581;sex1;regX;regX;regX;sizeX
N03582;sex2;regX;regX;regX;sizeX
N03583;sex2;regX;regX;regX;sizeX
N03584;sex1;regZ;regN1b;regN4b;size3
N03585;sex1;regX;regX;regX;sizeX
N03586;sex1;regN4a;regN4a;regX;sizeX
N03587;sex1;regX;regN4a;regX;sizeX
N03588;sex1;regX;regN4a;regX;sizeX
N03589;sex1;regN2e;regX;regX;sizeX
N03590;sex1;regX;regX;regX;sizeX
N03592;sex1;regX;regX;regX;sizeX
N03593;sex1;regN3b;regX;regN2b;size4
N03594;sex2;regX;regX;regX;sizeX
N03596;sex1;regX;regX;regX;sizeX
N03598;sex1;regN1c;regN1b;regN1c;size4
N03599;sex1;regX;regX;regX;sizeX
N03600;sex1;regX;regX;regX;sizeX
N03601;sex1;regX;regX;regX;sizeX
N03602;sex1;regX;regX;regX;sizeX
N03603;sex1;regX;regX;regX;sizeX
N03604;sex1;regX;regX;regX;sizeX
N03605;sex1;regX;regX;regX;sizeX
N03606;sex2;regX;regX;regX;sizeX
N03607;sex2;regZ;regN1b;regZ;sizeX
N03608;sex1;regX;regX;regX;sizeX
N03609;sex1;regN1b;regN1b;regX;sizeX
N03610;sex1;regX;regN1a;regX;sizeX
N03611;sex2;regX;regX;regX;sizeX
N03612;sex2;regN1c;regN1a;regN1c;size1
N03613;sex1;regX;regN2c;regX;sizeX
N03614;sex1;regX;regX;regX;sizeX
N03615;sex1;regX;regX;regX;sizeX
N03616;sex1;regX;regX;regX;sizeX
N03617;sex2;regX;regX;regX;sizeX
N03620;sex1;regX;regX;regX;sizeX
N03621;sex1;regX;regX;regX;sizeX
N03622;sex1;regN1a;regN2d;regN1a;size1
N03623;sex2;regN1b;regN1b;regN1b;size1
N03624;sex1;regN4b;regN2b;regN4b;size6
N03625;sex1;regX;regX;regX;sizeX
N03626;sex1;regN3b;regN1b;regN3d;size1
N03627;sex1;regN1b;regN1b;regN1b;size1
N03628;sex2;regX;regX;regX;sizeX
N03629;sex1;regX;regX;regX;sizeX
N03630;sex2;regX;regX;regX;sizeX
N03631;sex2;regX;regN2a;regX;sizeX
N03632;sex2;regX;regX;regX;sizeX
N03633;sex1;regX;regX;regX;sizeX
N03634;sex2;regX;regX;regX;sizeX
N03635;sex2;regX;regX;regX;sizeX
N03636;sex1;regX;regX;regX;sizeX
N03637;sex1;regX;regX;regX;sizeX
N03638;sex2;regX;regX;regX;sizeX
N03639;sex2;regX;regX;regX;sizeX
N03640;sex1;regX;regX;regX;sizeX
N03641;sex1;regX;regX;regX;sizeX
N03642;sex1;regX;regX;regX;sizeX
N03643;sex1;regX;regX;regX;sizeX
N03645;sex2;regX;regX;regX;sizeX
N03646;sex1;regX;regX;regX;sizeX
N03647;sex1;regX;regN1a;regN1a;size1
N03648;sex1;regN1c;regX;regN1c;size5
N03651;sex1;regN1b;regX;regN1b;size1
N03652;sex1;regN3a;regN3a;regN3a;size6
N03653;sex2;regX;regN3a;regX;sizeX
N03654;sex2;regX;regX;regX;sizeX
N03655;sex1;regX;regN3b;regX;sizeX
N03656;sex1;regN1b;regN1b;regN1b;size1
N03657;sex1;regX;regN1c;regX;sizeX
N03658;sex1;regX;regN1a;regX;sizeX
N03663;sex2;regX;regX;regX;sizeX
N03667;sex2;regX;regX;regX;sizeX
N03668;sex1;regX;regX;regX;sizeX
N03669;sex1;regX;regX;regX;sizeX
N03670;sex2;regN4a;regN1b;regN2b;size1
N03671;sex1;regX;regX;regX;sizeX
N03672;sex2;regX;regX;regX;sizeX
N03673;sex1;regX;regX;regX;sizeX
N03674;sex1;regN1a;regN2b;regN1a;size3
N03675;sex1;regN1b;regN1b;regN1b;size1
N03676;sex1;regX;regX;regX;sizeX
N03677;sex1;regX;regX;regX;sizeX
N03678;sex2;regN1b;regN1b;regN1b;size1
N03679;sex1;regN1a;regN1a;regN1a;size1
N03680;sex1;regN1b;regX;regX;sizeX
N03681;sex2;regX;regX;regX;sizeX
N03682;sex2;regX;regX;regX;sizeX
N03683;sex1;regX;regX;regX;sizeX
N03684;sex2;regX;regX;regX;sizeX
N03685;sex2;regX;regX;regX;sizeX
N03686;sex1;regX;regX;regX;sizeX
N03687;sex1;regX;regX;regX;sizeX
N03688;sex1;regX;regX;regX;sizeX
N03689;sex1;regX;regX;regX;sizeX
N03690;sex2;regX;regX;regX;sizeX
N03691;sex1;regX;regX;regX;sizeX
N03692;sex1;regX;regX;regX;sizeX
N03693;sex1;regN1a;regN1a;regX;sizeX
N03694;sex2;regN1a;regN1c;regN1a;size6
N03695;sex1;regX;regX;regX;sizeX
N03696;sex1;regX;regX;regX;sizeX
N03697;sex1;regX;regX;regX;sizeX
N03698;sex1;regX;regX;regX;sizeX
N03699;sex1;regX;regX;regX;sizeX
N03700;sex1;regX;regX;regX;sizeX
N03701;sex1;regX;regN3e;regX;sizeX
N03702;sex2;regN3e;regX;regN3e;size2
N03703;sex1;regN2e;regN3e;regN4a;size3
N03704;sex1;regN4b;regV4;regN4b;size6
N03705;sex1;regN1a;regN1a;regN1a;size1
N03706;sex1;regX;regN1b;regX;sizeX
N03707;sex1;regN2c;regX;regX;sizeX
N03708;sex1;regX;regX;regX;sizeX
N03709;sex1;regX;regN3b;regX;sizeX
N03710;sex1;regN1c;regN1c;regN1c;size1
N03711;sex1;regN1a;regX;regX;sizeX
N03712;sex1;regX;regX;regX;sizeX
N03713;sex1;regN3e;regZ;regX;sizeX
N03714;sex1;regN3d;regX;regN3d;size4
N03715;sex1;regX;regX;regX;sizeX
N03716;sex2;regN3e;regX;regN3e;sizeX
N03717;sex2;regX;regX;regX;sizeX
N03718;sex2;regN1b;regX;regX;sizeX
N03719;sex2;regX;regX;regX;sizeX
N03720;sex1;regX;regN4b;regX;sizeX
N03721;sex2;regX;regN4b;regX;sizeX
N03722;sex2;regX;regN4b;regX;sizeX
N03723;sex1;regX;regN4b;regX;sizeX
N03724;sex2;regX;regN1b;regX;sizeX
N03725;sex2;regZ;regX;regN4a;size1
N03726;sex2;regN1a;regX;regX;sizeX
N03727;sex2;regX;regX;regX;sizeX
N03728;sex1;regN1a;regN2b;regX;sizeX
N03729;sex2;regN3e;regX;regX;sizeX
N03730;sex2;regX;regX;regX;sizeX
N03731;sex1;regX;regX;regX;sizeX
N03732;sex1;regX;regX;regX;sizeX
N03733;sex1;regN3b;regN2c;regX;sizeX
N03736;sex1;regN4a;regX;regX;sizeX
N03737;sex1;regX;regX;regX;sizeX
N03738;sex2;regX;regX;regX;sizeX
N03739;sex1;regN4b;regX;regX;sizeX
N03740;sex1;regX;regN3b;regX;sizeX
N03741;sex1;regX;regX;regX;sizeX
N03742;sex1;regX;regX;regX;sizeX
N03743;sex1;regN4b;regN4b;regX;sizeX
N03744;sex1;regX;regN4b;regX;sizeX
N03745;sex2;regX;regN4b;regX;sizeX
N03746;sex1;regX;regX;regX;sizeX
N03747;sex1;regN1b;regX;regX;sizeX
N03748;sex1;regN3e;regN1b;regX;sizeX
N03749;sex2;regX;regX;regX;sizeX
N03750;sex1;regX;regX;regX;sizeX
N03751;sex2;regN1b;regN1a;regN3c;size4
N03752;sex1;regX;regN3d;regX;sizeX
N03753;sex1;regX;regX;regX;sizeX
N03754;sex1;regN2c;regN2c;regN2c;size5
N03755;sex2;regX;regX;regX;sizeX
N03756;sex1;regN3e;regX;regN3e;sizeX
N03757;sex1;regX;regX;regX;sizeX
N03758;sex2;regX;regN3d;regX;sizeX
N03759;sex1;regX;regX;regX;sizeX
N03767;sex1;regX;regX;regX;sizeX
N03768;sex1;regX;regX;regX;sizeX
N03772;sex1;regX;regX;regX;sizeX
N03773;sex1;regX;regX;regX;sizeX
N03774;sex1;regX;regN3d;regX;sizeX
N03775;sex1;regX;regX;regX;sizeX
N03783;sex1;regX;regX;regX;sizeX
N03784;sex2;regN1b;regX;regX;sizeX
N03785;sex1;regX;regX;regX;sizeX
N03786;sex2;regX;regX;regX;sizeX
N03790;sex1;regX;regX;regX;sizeX
N03791;sex1;regN1b;regX;regN1b;size1
N03792;sex1;regX;regX;regX;sizeX
N03793;sex2;regX;regX;regX;sizeX
N03794;sex1;regX;regN1b;regX;sizeX
N03795;sex1;regX;regN1b;regX;sizeX
N03796;sex1;regX;regX;regX;sizeX
N03797;sex2;regN2d;regX;regX;sizeX
N03801;sex1;regX;regX;regX;sizeX
N03802;sex1;regX;regX;regX;sizeX
N03804;sex2;regX;regX;regX;sizeX
N03805;sex1;regX;regX;regX;sizeX
N03806;sex1;regX;regN2c;regX;sizeX
N03807;sex1;regX;regX;regX;sizeX
N03808;sex1;regX;regX;regX;sizeX
N03809;sex1;regX;regX;regX;sizeX
N03810;sex2;regX;regX;regX;sizeX
N03812;sex1;regX;regX;regX;sizeX
N03813;sex1;regX;regX;regX;sizeX
N03814;sex1;regX;regX;regX;sizeX
N03815;sex2;regX;regX;regX;sizeX
N03816;sex1;regX;regX;regX;sizeX
N03817;sex1;regX;regX;regX;sizeX
N03818;sex1;regX;regN2d;regX;sizeX
N03819;sex2;regX;regN1b;regX;sizeX
N03820;sex1;regX;regX;regX;sizeX
N03821;sex1;regX;regX;regX;sizeX
N03822;sex2;regX;regX;regX;sizeX
N03823;sex1;regX;regX;regX;sizeX
N03824;sex1;regX;regX;regX;sizeX
N03825;sex1;regX;regX;regX;sizeX
N03826;sex2;regN1a;regX;regN1c;size1
N03827;sex2;regN2c;regX;regN1c;size1
N03828;sex1;regX;regX;regX;sizeX
N03829;sex2;regN3b;regN2c;regN1a;size1
N03830;sex1;regX;regN4a;regX;sizeX
N03831;sex1;regX;regX;regX;sizeX
N03832;sex1;regX;regX;regX;sizeX
N03833;sex1;regX;regX;regX;sizeX
N03834;sex1;regX;regX;regX;sizeX
N03835;sex1;regN3c;regN3d;regX;sizeX
N03836;sex2;regX;regX;regX;sizeX
N03837;sex1;regX;regX;regX;sizeX
N03838;sex1;regX;regX;regX;sizeX
N03839;sex1;regX;regX;regX;sizeX
N03840;sex1;regX;regN1b;regX;sizeX
N03841;sex2;regX;regN3d;regX;sizeX
N03842;sex1;regX;regN3d;regX;sizeX
N03843;sex1;regX;regX;regX;sizeX
N03844;sex2;regX;regX;regX;sizeX
N03845;sex1;regX;regX;regX;sizeX
N03846;sex1;regX;regX;regX;sizeX
N03847;sex1;regX;regX;regX;sizeX
N03848;sex1;regX;regX;regX;sizeX
N03849;sex1;regN4a;regN4a;regN4a;size1
N03850;sex2;regZ;regX;regX;sizeX
N03851;sex2;regX;regX;regX;sizeX
N03852;sex2;regX;regX;regX;sizeX
N03853;sex2;regX;regX;regX;sizeX
N03854;sex1;regX;regX;regX;sizeX
N03855;sex1;regX;regX;regX;sizeX
N03856;sex1;regX;regX;regX;sizeX
N03857;sex2;regX;regX;regX;sizeX
N03858;sex1;regX;regX;regX;sizeX
N03859;sex1;regX;regN3b;regX;sizeX
N03862;sex1;regX;regX;regX;sizeX
N03863;sex1;regN1b;regX;regN1b;size3
N03864;sex2;regX;regX;regX;sizeX
N03865;sex1;regN3b;regN1b;regN3b;size1
N03866;sex1;regX;regX;regX;sizeX
N03867;sex1;regN3e;regX;regX;sizeX
N03868;sex2;regX;regX;regX;sizeX
N03869;sex2;regN1b;regX;regN1b;size2
N03870;sex1;regX;regN3b;regN3b;size2
N03873;sex2;regX;regX;regX;sizeX
N03874;sex1;regX;regX;regX;sizeX
N03875;sex1;regX;regX;regX;sizeX
N03876;sex2;regN1b;regN2d;regN1b;size4
N03877;sex1;regX;regX;regX;sizeX
N03878;sex1;regX;regX;regX;sizeX
N03879;sex1;regX;regX;regX;sizeX
N03880;sex1;regN1a;regX;regX;sizeX
N03881;sex1;regX;regX;regX;sizeX
N03882;sex1;regX;regX;regX;sizeX
N03883;sex1;regX;regX;regX;sizeX
N03884;sex1;regX;regX;regX;sizeX
N03885;sex1;regX;regX;regX;sizeX
N03886;sex2;regX;regX;regX;sizeX
N03887;sex1;regN1a;regN1a;regN1a;size3
N03888;sex2;regX;regX;regX;sizeX
N03889;sex1;regX;regX;regX;sizeX
N03890;sex1;regX;regX;regX;sizeX
N03891;sex1;regX;regX;regX;sizeX
N03892;sex2;regX;regX;regX;sizeX
N03893;sex2;regN1b;regX;regX;sizeX
N03949;sex1;regX;regX;regX;sizeX
N03982;sex2;regX;regX;regX;sizeX
N03983;sex2;regX;regN1b;regX;sizeX
N03984;sex1;regN3c;regX;regX;sizeX
N03985;sex1;regX;regX;regX;sizeX
